loc,phi,trise,NAR,active_trimer,S2c,S2n,pS2c,pS2n,S4c,S4n,pS22c,pS22n,pS24c,pS24n,pS224c,pS224n
155,0.797310994976173,3924.62703749708,0.408745187377942,1.46640665715125,17.0411104936439,13.2157314061602,3.04955265496875,3.74658998968501,2.11318960248604,6.6335347642792,1.10996742068826,1.74411570624574,0.786582181584408,3.05254837152648,0.233452702058559,1.46640665715125
169,0.51703292566267,5789.48195309746,0.241973591847485,4.26313392669268,10.8648647402444,8.42592599522463,1.48988215853094,3.94988547819693,15.9969788240436,17.783536710366,0.249631674973929,1.93005927454992,2.95918374244954,8.56972572508568,0.427441197766443,4.26313392669268
164,0.0815048369753916,9684.53893250242,0.0339393072291019,1.6749426653833,1.26588839372879,0.981722566684681,0.275204314493846,0.460209754637475,484.712888482646,470.382654140577,0.00624234237096934,0.0290027026349758,16.5258914158848,26.3365379785532,0.367085081820547,1.6749426653833
180,0.415161841945316,5161.51213610764,0.197577877238271,0.00145904859362082,11.8688557820391,9.20454157978095,7.23125143170107,4.31488247098619,0.000366277014169356,0.00498066027113167,6.37696307342944,2.31010024872427,0.00032273651400407,0.00264137281286047,0.000229904813550089,0.00145904859362082
174,0.435064830358482,5033.16883483738,0.213274378315253,1.52993388238007,12.8379779894442,9.95611576815824,4.87791344378068,4.66720357903521,0.732361726134901,4.50775081875701,2.88994550017901,2.68995679771427,0.438334312879213,2.58045600600953,0.211163244106558,1.52993388238007
192,0.248832127171952,5867.70341020341,0.113541020053765,1.90868271275319,8.86561277725884,6.87546492445935,5.80549322046462,5.45873198314636,0.550594810459043,4.14564471580545,4.10959349645932,3.66731448328783,0.395189200569416,2.77145073316953,0.228437816636798,1.90868271275319
177,0.410915155042987,5145.40963706684,0.19535016748286,0.147532631893115,12.0018312252304,9.30766676801642,7.00440922926546,4.36322524363954,0.0388318663510846,0.493167538876549,5.98191694453005,2.36030185188445,0.0331731106173142,0.264398054886582,0.0228967967639045,0.147532631893115
176,0.405568092795097,5096.00888747746,0.193220058376487,0.502141845432915,12.2844381810181,9.52683426535816,6.46000522058052,4.46596601777197,0.149880045806081,1.60654026827785,5.08513755686191,2.46902921077114,0.118314752186229,0.881088501067269,0.0753679170803874,0.502141845432915
178,0.414277710699216,5159.71897118613,0.197092497558002,0.0292462069506289,11.8949826109092,9.22480347218674,7.18792284682503,4.32438079059222,0.00740688780263885,0.0994235676083488,6.30053454651509,2.31991535826137,0.00648851100893463,0.0528400893248129,0.00459473724807752,0.0292462069506289
171,0.569756855066812,5307.0164926762,0.271288994132436,3.13837491244548,12.5855631501529,9.76036285152339,2.49389171948492,4.57543884391858,4.86577349444582,9.69977518671399,0.737751190691135,2.58430980142678,1.4978543862412,5.43042670404518,0.367795284228291,3.13837491244548
193,0.24177399157697,5895.56900319081,0.108798934526276,0.947596220885229,8.6554156755989,6.71245274217239,6.91628159150401,5.32930939923704,0.20159367195755,2.1537810895619,5.83827179363114,3.49972969352187,0.172152574961355,1.40656039668053,0.118316057647993,0.947596220885229
189,0.347000346336686,6344.4023450536,0.157743690689651,4.10846494255325,8.76746608547057,6.79935014867093,3.04874371827371,5.39830102459544,3.7926855096044,9.17426444861178,1.11963676471911,3.58463185063612,1.4330824428942,6.05541584699684,0.436086777589696,4.10846494255325
182,0.0491151199272052,9890.75639359039,0.0203981124128809,1.7427445811693,0.763933289392538,0.592446093153629,0.278225595845928,0.470369409259167,484.547694341573,469.748817726132,0.00638894791342894,0.0302185957931225,16.705639102801,26.8795257560312,0.375578219274626,1.7427445811693
170,0.561277693553313,5465.71787118294,0.266114246109183,3.62706374375485,12.0215929882127,9.32299252954936,1.97864003902576,4.37040995098618,8.36074742800522,12.3208357296278,0.455924082943095,2.35938887168364,2.04696231608281,6.58079934236757,0.396924766691139,3.62706374375485
175,0.406245713133535,5067.54594578861,0.194622473482888,0.760984034764217,12.4594648660203,9.66257106205883,6.06448352682179,4.52959641039132,0.251640312611954,2.37071202869533,4.47902103505833,2.53775355095479,0.186705292801776,1.31825512438703,0.111703217270302,0.760984034764217
194,0.24348234398129,5927.0271857847,0.10941153250744,0.626990772751363,8.56333073950953,6.64103896382662,7.27679205604949,5.27261078345788,0.122515676354884,1.45439079865059,6.46401318810209,3.42764542799261,0.11001019485046,0.939933337100413,0.0794925496860985,0.626990772751363
187,0.335195893928355,6811.76654745028,0.149822854651712,5.47874514060432,7.50051924254099,5.81680683852905,1.67321864016461,4.61821708846356,14.6990772022906,16.7958665581872,0.322245422849679,2.6286896349684,3.06147566603548,9.45926910893488,0.50556647764748,5.47874514060432
186,0.308624818653298,7083.05056194906,0.136882784001013,5.85775440902271,6.71801861123447,5.20996149694473,1.36964227470388,4.13641586178115,22.7152843997721,22.4052842518678,0.20950485616961,2.11219727757523,3.8797067523202,11.2899321047102,0.51870489796079,5.85775440902271
185,0.265338135726098,7558.1686643383,0.116078363764955,6.08123228698694,5.48729616893209,4.25551095907047,1.06627173854842,3.37863595196538,39.0283350464627,34.8395743238787,0.120757250396777,1.41414871827594,5.19909071447641,14.3226176106953,0.529150161601308,6.08123228698694
172,0.55060417903291,5212.23905742057,0.263780986283982,2.73964218557334,12.8498452649083,9.96531908512505,3.01844917648036,4.67151788924152,3.04798525945449,8.10467517112079,1.09185111084488,2.69327957142243,1.13364477828973,4.63642703709397,0.337625554463866,2.73964218557334
184,0.184937843257107,8462.42168171232,0.0787849487072843,5.3840930858992,3.44107838762523,2.66862709401314,0.722942578814791,2.11873991538364,88.3138745649498,77.770413362621,0.0506197963492519,0.562544451100901,7.9794353265657,20.0297056510028,0.522478152731604,5.3840930858992
173,0.488059775873469,5090.37149756796,0.238486744947754,2.12173418571405,12.9624675741898,10.0526599058522,3.95009219689108,4.71246077567782,1.47044781427164,6.14904150376086,1.88703221964556,2.74083151820287,0.714097609785555,3.55176010277932,0.278633065711786,2.12173418571405
179,0.41475086568839,5162.27177724242,0.197344582927171,0.0146060161236305,11.8812676657798,9.21416724986225,7.21073977637327,4.3193947673334,0.00368193324911217,0.049761651572709,6.3407247815578,2.31476008271499,0.0032353423117563,0.026416796744791,0.00229825996361784,0.0146060161236305
