loc,locj,phi,trise,NAR,active_trimer,S2c,S2n,pS2c,pS2n,S4c,S4n,pS22c,pS22n,pS24c,pS24n,pS224c,pS224n
15,53,0.832762244973201,4323.40880731426,0.00436703684336635,2.38368939615366,15.1799328175306,11.7723546452146,0.807650748199367,1.92568348422269,42.4836818190968,40.9594422458497,0.0637815354237902,0.46999737822422,4.24841414371364,9.61851756233272,0.306254978604828,2.38368939615366
24,53,0.671685857134253,4820.56423880146,0.00357282487413177,7.33171362090652,24.3610559682847,18.8925068734307,1.26446244930643,3.70526159025357,35.8809281601939,34.768921319072,0.167912900914448,1.70700977405857,5.63580857763738,15.7080622394496,0.67456630968308,7.33171362090652
11,53,0.0238406746470082,9068.87227251925,7.17149668938348e-05,8.21364416124525,0.537147557549827,0.416569050751443,1.19156122919772,4.08494105370746,37.1581606840501,32.3586652136758,0.155604813756791,2.05760598352749,5.54639474162024,16.0765942106261,0.646541129220492,8.21364416124525
1,53,0.375761758793179,6827.96859892754,0.000538133615156254,0.845962724136052,7.92602968984662,6.14680140741321,2.86027824094086,1.20553138844916,37.0485972851657,38.8403735390687,1.00007531160031,0.179325740784894,12.9533467815407,5.76615482569781,4.54556504750118,0.845962724136052
40,53,0.78459295419291,3431.30659467965,0.00213078972854999,0.00083223201049682,17.5947124222624,13.6450666156317,5.87307975038132,2.67611641757658,0.000579351581473212,0.00698322651012143,4.1930666072886,0.910023130388899,0.000403343392799962,0.00231623726040046,0.00023063485590404,0.00083223201049682
2,53,0.395355930418115,6771.92397038859,0.000576527954854316,0.896557898662721,8.13876730010974,6.31178386364793,2.80265716540084,1.23788830412738,37.181317462543,38.8816159899197,0.959712625560706,0.189500856185988,12.7396539739453,5.92400330436844,4.37685165409307,0.896557898662721
19,53,1.02398188037657,345.225807789614,0.157559605424915,0.0446812435340708,26.2043626458679,20.3220300134539,0.420144055852173,0.0554511911055891,45.8963230921366,51.2700562760132,0.0149481273330263,0.00619537228560741,2.30145750534426,0.410058699267617,0.0774231997113329,0.0446812435340708
22,53,0.782601469215625,5055.87139094047,0.00459628815002181,0.0389770295036745,1.33402266624715,1.03456241337376,0.190675253357699,0.202901864502912,48.8732051429574,48.7173859105768,0.00319708060156045,0.00630301884112167,1.14497173254236,1.20767382929112,0.0177863504109192,0.0389770295036745
37,53,0.786145787772326,3409.74615552056,0.00220033629523143,0.0593228906658724,17.848977902097,13.8422548021569,5.64336858954837,2.71478962965692,0.0436581886674472,0.485345420589705,3.86902928588324,0.934644253700631,0.0292589378799935,0.163221586049002,0.0160678609027271,0.0593228906658724
13,53,0.174030849758466,8112.13144609076,0.000555291517304188,6.83760007581968,3.70156591982944,2.87064150674377,1.11164942483635,3.63571055690407,38.3604283900674,33.9024505791001,0.132834115768346,1.63437952929672,5.33322363116116,14.9950134439477,0.571284022145755,6.83760007581968
14,53,0.420497888194587,6634.26272589715,0.00154752253953629,4.89689419778578,8.37610392239444,6.49584334805515,0.991952314887265,2.95666112029124,40.090480704296,36.4678479846922,0.102318238924418,1.0873257085222,4.95842329389589,13.1247681923144,0.461585769473417,4.89689419778578
34,53,0.887491887012549,3853.36726081421,0.00529221925040871,2.2549290813008,16.6574397818111,12.9181921393962,1.10225402723999,2.53355933383241,21.141863300218,22.4568650008781,0.127370252117969,0.806440179663281,2.87608305860156,6.95055065427478,0.292220978828146,2.2549290813008
39,53,0.78462220641507,3430.27246106551,0.00213358737585172,0.00343620097258361,17.6064725791187,13.6541868625975,5.86273594030072,2.67790511107067,0.00239787248802587,0.0287991239185041,4.17819741365542,0.911152376278291,0.00166659242215488,0.00955840750071557,0.000951270128373938,0.00343620097258361
36,53,0.805897039023688,3315.65293844931,0.00253677096401076,0.253175414348481,18.5627581615273,14.3958062847793,4.91305055765311,2.82335400921522,0.228665095884442,1.93287852705132,2.9246887985079,1.00605427388654,0.134131913698172,0.675032206222065,0.0640150180473166,0.253175414348481
27,53,0.00848572650712705,1827.85869677685,1.14643227248206e-05,87.0244523122072,547.991865234781,424.979125649565,114.495810800804,83.3483370616769,0.0172379573828166,0.833202367123789,1604.64902770447,852.427846221168,0.252492326328543,8.50484098195001,3.36777482459891,87.0244523122072
6,53,0.630551037110606,5625.67909186422,0.00133258568807112,1.82286865893351,11.3423290206307,8.79621282514057,1.83446953261038,1.72514288257285,39.4932184539893,39.5188204887044,0.402973533732896,0.37392840812734,8.8878981451084,8.33998339199577,1.93721149621104,1.82286865893351
38,53,0.784791263612573,3426.69372045171,0.00214546617726944,0.0142184374403599,17.6547173262579,13.6916016708559,5.82002755070653,2.68524302935479,0.0100223798012092,0.118593073456185,4.11708175215488,0.915794657123577,0.00691747180170155,0.0394647818804612,0.00391927135358995,0.0142184374403599
30,53,9.93168031762416e-05,222.672931969413,1.26117847735143e-07,95.5895811596398,5227.91299173043,4054.35561099317,1058.39062543047,795.153876414751,0.000201837058769325,0.0100713777339285,137220.273850919,77473.2304451414,0.0263292544660325,0.981051859226815,3.39276457109193,95.5895811596398
29,53,0.000422381364290022,456.461817184716,5.3882924657059e-07,94.508555184694,2531.14480744887,1962.95561348795,514.700891390189,384.981466009355,0.000853268924228208,0.0424693942735828,32448.1603238134,18164.0192896381,0.0544539758804034,2.00290826960242,3.39075803366678,94.508555184694
9,53,0.750583432532265,4774.20307423907,0.00352881515500076,2.78718483026373,13.8869968267465,10.7696558716391,0.863249889976789,2.1121812549544,42.0032520018324,40.0473422794285,0.0747733886736205,0.56250468117446,4.49469918517201,10.3107525250533,0.356769335673189,2.78718483026373
26,53,0.042934100235288,3188.57364067043,6.32249252210116e-05,74.3357454368865,226.74756717185,175.847469505233,48.2583397028061,34.4877976558745,0.0970660929259241,4.1482613860534,284.863748192327,146.136768517662,0.61463850167795,17.5085249768602,3.29576000905612,74.3357454368865
35,53,1.03085151308301,3000.92877351023,0.00536395666454006,0.968901262021852,19.7039203981895,15.2808015931244,2.60070092990876,2.99692231555862,2.43379649674667,6.72275556754691,0.797363670816191,1.12654826356418,0.767634953100942,2.48110280561921,0.191645380873328,0.968901262021852
28,53,0.0018376654153858,933.523910222209,2.39045161574725e-06,92.2028093924108,1202.81522530075,932.808305250495,246.82488441478,182.94550631142,0.00370931998383158,0.183404292671066,7460.43793011929,4103.45014812402,0.114819684637978,4.10992549453589,3.38532979452576,92.2028093924108
18,53,1.15564628753874,448.203591724196,0.111684150975109,0.064906676328093,25.6939965658712,19.9262304690915,0.444032753436662,0.151291101366897,45.7544027097445,50.6651557311673,0.0167872861480754,0.00939566509983652,2.43461323625858,0.994186679535306,0.0867349682901438,0.064906676328093
33,54,0.526217501554251,6456.33946051156,0.00158642883083473,3.02067741657457,9.21493079583505,7.14652527898962,0.580426044378785,1.40168400551743,105.531709345258,97.7215026436655,0.0308438298341356,0.251022271588702,7.61786892757976,16.6671058698142,0.383186019632205,3.02067741657457
20,54,0.996383200518543,326.838393810548,0.154426825096393,0.0406503752585787,26.3907865157308,20.4670475169456,0.411128076270131,0.020071527075322,45.9476748302197,51.4958227279406,0.014290315147329,0.00557636468321951,2.25089170093063,0.190880237626267,0.0740801547884836,0.0406503752585787
4,54,0.486712965222006,6415.6346054753,0.000711373750773752,1.17612351728822,9.22538777796636,7.15463519668972,2.49674972796392,1.40327474205898,37.8942425883037,39.0942408329083,0.759030776138106,0.245531302721869,11.5764137876764,6.73579167870312,3.52318793934457,1.17612351728822
23,54,0.819618221381205,4753.42472050648,0.00330243138707036,0.61467115523202,6.01058948027297,4.66143822713796,0.491702545391195,0.914271509902685,46.3091584804864,45.1151908365556,0.0224614014161567,0.109534909112942,2.81388617348072,5.0289566393347,0.118136733726427,0.61467115523202
21,54,0.678909258893022,5589.66866200563,0.00480932020770114,0.00243335726012956,0.283862278604002,0.220145873295337,0.0637330787831029,0.0431783221562205,49.662161774687,49.6828515168408,0.000350889552845305,0.000375056703785321,0.387648987939323,0.262920142175491,0.00198424267719978,0.00243335726012956
3,54,0.43075547818996,6647.88158817034,0.000593085841039728,0.99621408083823,8.54163761487093,6.62436100294993,2.69149046505514,1.29926901989108,37.438663194508,38.9599850824435,0.884143639866159,0.209511835382361,12.3225007625385,6.22427208805565,4.05836495912526,0.99621408083823
7,54,0.688178141975055,5244.32883298268,0.00161531278094209,2.20539246016016,12.4180116466743,9.63063508142044,1.45341652738007,1.88890510687416,40.4522877389597,39.7395378048863,0.246715527769532,0.449125981187518,7.23069075445235,9.168310828697,1.20378106190109,2.20539246016016
16,54,1.22809076339473,2143.67307435302,0.0115763262073338,0.720250191054119,21.1164127334595,16.3765722755305,0.62323682240804,0.962777653523668,44.4085873648672,45.8899507997643,0.0353148474689283,0.125564067350406,3.38669353848465,5.41698751552575,0.177530619545005,0.720250191054119
12,54,0.0669536473056706,8798.53568992122,0.000173733642033859,7.81358152852726,1.44752877851806,1.12261305530944,1.16860514452763,3.95649899192455,37.5063508200386,32.7882066111031,0.148867255127788,1.93158873709936,5.48812249265333,15.7789209158439,0.624817767343252,7.81358152852726
1,54,0.375735859932016,6827.57972768439,0.00049178545035932,0.845988713022069,7.92552860709528,6.14654551688755,2.86033284809831,1.20555301604376,37.0483819617395,38.8401704384451,1.00011347866044,0.179332196927696,12.9535187938136,5.76622816430583,4.5457121325204,0.845988713022069
10,54,0.764108229414913,4660.96596431686,0.00388023660726079,2.95374290616517,14.2759090729169,11.0715044137432,0.688274476278946,2.17151009135792,42.4793291563091,40.1299470021124,0.0401590421059218,0.59476356427095,3.64189960292746,10.6165913772318,0.1784899729327,2.95374290616517
31,54,0.0426342870652966,9974.21896607918,0.000138854663673732,0.392906067667297,0.651362036409065,0.505155758515878,0.100505936129774,0.0990787514195647,1945.91383201489,1937.53830024196,0.000788899699091049,0.00165325535942199,24.0656879365931,23.4123265868326,0.18759329850643,0.392906067667297
18,54,1.15563691219582,448.184667762502,0.100904648229809,0.064912762794219,25.6936338123956,19.9263793751597,0.444051195958488,0.15130124482221,45.7541704616851,50.6652201377168,0.0167886861885538,0.00939655123804053,2.43470085915163,0.994254049586487,0.0867417298835267,0.064912762794219
